id,invoice_id,credit_card_number,credit_card_expiration_date,result,created_at,updated_at
4899,1162,4.71333E+15,1213,failed,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4900,1412,4.09863E+15,116,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4901,2160,4.56703E+15,615,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4902,2999,4.96414E+15,420,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4903,776,4.10917E+15,1216,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4904,445,4.09634E+15,116,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4905,1363,4.39639E+15,1218,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4906,3645,4.86547E+15,318,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4907,3595,4.51243E+15,413,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4908,390,4.18278E+15,614,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4909,2866,4.8806E+15,313,success,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4910,4502,4.94565E+15,720,failed,2012-02-26 20:59:36 UTC,2012-02-26 20:59:36 UTC
4967,3211,4.47383E+15,1112,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4968,2744,4.12652E+15,616,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4969,4973,4.11049E+15,1014,failed,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4970,241,4.70484E+15,119,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4971,4512,4.39036E+15,215,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4972,4598,4.64233E+15,315,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4973,4925,4.85305E+15,315,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4974,3785,4.92394E+15,1117,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4975,3526,4.86568E+15,712,success,2012-02-26 20:59:38 UTC,2012-02-26 20:59:38 UTC
4976,4884,4.71833E+15,414,failed,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4977,3709,4.61633E+15,620,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4978,4868,4.21264E+15,1119,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4979,394,4.3569E+15,317,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4980,3036,4.29457E+15,113,failed,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4981,16,4.56388E+15,712,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4982,1389,4.20804E+15,214,failed,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4983,4893,4.95437E+15,1113,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4984,1171,4.6134E+15,312,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
4985,3791,4.77243E+15,913,success,2012-02-26 20:59:39 UTC,2012-02-26 20:59:39 UTC
